street,sa2_code,sa2_name,installation_type,installations,kw_rating,kw_total
CHEETWOOD STREET,248100,Churton Park North,Res,3 or less,4.4,
DERRY HILL,248100,Churton Park North,Res,3 or less,6.0,
ERLESTOKE CRESCENT,248100,Churton Park North,Res,6,5.0,29.9
FOXHAM TERRACE,248100,Churton Park North,Res,3 or less,7.4,
GATLEY GROVE,248100,Churton Park North,Res,3 or less,4.6,
GIFFORD GROVE,248100,Churton Park North,Res,3 or less,3.3,
GLENDALE GROVE,248100,Churton Park North,Res,3 or less,4.6,
GLENSIDE ROAD,248100,Churton Park North,Res,3 or less,5.0,
HALSWATER DRIVE,248100,Churton Park North,Res,3 or less,6.0,
MALLARD GROVE,248100,Churton Park North,Res,3 or less,6.1,
MARFORD GROVE,248100,Churton Park North,Res,3 or less,5.0,
MAULDETH TERRACE,248100,Churton Park North,Res,3 or less,6.4,
MAYWOOD GROVE,248100,Churton Park North,Res,3 or less,3.0,
MELKSHAM DRIVE,248100,Churton Park North,Res,7,4.6,31.9
MIDDLETON ROAD,248100,Churton Park North,Res,3 or less,6.3,
PONY GROVE,248100,Churton Park North,Res,3 or less,5.0,
PRESTWICH RISE,248100,Churton Park North,Res,3 or less,4.5,
RICHMOND HILL,248100,Churton Park North,Res,3 or less,9.0,
ROCHDALE DRIVE,248100,Churton Park North,Res,6,5.6,33.8
SANDYBROW,248100,Churton Park North,Res,3 or less,5.0,
SWINTON PLACE,248100,Churton Park North,Res,3 or less,4.6,
TRAFFORD TERRACE,248100,Churton Park North,Res,3 or less,5.0,
WANTWOOD GROVE,248100,Churton Park North,Res,3 or less,6.5,
WAVERTON TERRACE,248100,Churton Park North,Res,3 or less,4.2,
WESTCHESTER DRIVE,248100,Churton Park North,Res,3 or less,4.6,
WILLOWBANK ROAD,248100,Churton Park North,Res,3 or less,10.1,
YARNBROOK GROVE,248100,Churton Park North,Res,3 or less,2.6,
HILLCROFT ROAD,248200,Takapu-Horokiwi,Res,3 or less,11.0,
HOROKIWI ROAD,248200,Takapu-Horokiwi,Res,4,6.8,27.3
TAKAPU ROAD,248200,Takapu-Horokiwi,Res,5,9.0,45.0
VAN DER VELDEN WAY,248200,Takapu-Horokiwi,Res,3 or less,7.5,
ANAHEIM PLACE,248300,Churton Park South,Res,3 or less,8.0,
CAESARS PLACE,248300,Churton Park South,Res,3 or less,6.0,
CAMBRIAN STREET,248300,Churton Park South,Res,3 or less,8.5,
CHISBURY STREET,248300,Churton Park South,Res,3 or less,9.8,
CHORLEY GROVE,248300,Churton Park South,Res,3 or less,8.2,
CHURTON DRIVE,248300,Churton Park South,Res,3 or less,7.3,
CRANWELL STREET,248300,Churton Park South,Res,3 or less,3.3,
CUNLIFFE STREET,248300,Churton Park South,Res,3 or less,4.6,
FURLONG CRESCENT,248300,Churton Park South,Res,3 or less,25.5,
GODDARD GROVE,248300,Churton Park South,Res,3 or less,4.8,
PRESTBURY GROVE,248300,Churton Park South,Res,3 or less,5.0,
RONALD WOOLF PLACE,248300,Churton Park South,Res,3 or less,3.3,
SILVERBIRCH GROVE,248300,Churton Park South,Res,3 or less,5.0,
WINSLEY TERRACE,248300,Churton Park South,Res,3 or less,4.6,
ARAPIKO STREET,248400,Johnsonville West,Res,3 or less,6.0,
BRODERICK ROAD,248400,Johnsonville West,Res,3 or less,5.0,
CORTINA AVENUE,248400,Johnsonville West,Res,3 or less,3.8,
HISLOP WAY,248400,Johnsonville West,Res,3 or less,5.0,
HOLLIES CRESCENT,248400,Johnsonville West,Res,3 or less,4.1,
JOHN SIMS DRIVE,248400,Johnsonville West,Res,3 or less,4.6,
KIPLING STREET,248400,Johnsonville West,Res,3 or less,5.0,
MALAGHAN GROVE,248400,Johnsonville West,Res,3 or less,4.6,
MCLINTOCK STREET,248400,Johnsonville West,Res,3 or less,5.9,
MCLINTOCK STREET NORTH,248400,Johnsonville West,Res,6,5.9,35.1
MEADOWCROFT GROVE,248400,Johnsonville West,Res,4,4.8,19.1
BELIZE GROVE,248500,Grenada Village,Res,3 or less,5.0,
BUCCANEER PLACE,248500,Grenada Village,Res,3 or less,5.0,
DOMINICA CRESCENT,248500,Grenada Village,Res,3 or less,5.0,
GUADELOUPE CRESCENT,248500,Grenada Village,Res,3 or less,2.8,
MARK AVENUE,248500,Grenada Village,Res,4,6.1,24.4
MAYARO CRESCENT,248500,Grenada Village,Res,3 or less,3.7,
MONTEGO PLACE,248500,Grenada Village,Res,3 or less,5.0,
MONTSERRAT PLACE,248500,Grenada Village,Res,3 or less,8.0,
PORTMORE PLACE,248500,Grenada Village,Res,3 or less,4.6,
STONY HILL PLACE,248500,Grenada Village,Res,4,7.1,28.5
TORTOLA CRESCENT,248500,Grenada Village,Res,3 or less,4.6,
TRELAWNY TERRACE,248500,Grenada Village,Res,3 or less,3.7,
TRINIDAD CRESCENT,248500,Grenada Village,Res,3 or less,3.8,
BASSETT ROAD,248600,Johnsonville North,Res,3 or less,5.0,
GLENAMOY CRESCENT,248600,Johnsonville North,Res,3 or less,6.0,
IRONSIDE ROAD,248600,Johnsonville North,Res,3 or less,5.0,
KIMBALL PLACE,248600,Johnsonville North,Res,3 or less,5.0,
LOMITA ROAD,248600,Johnsonville North,Res,3 or less,5.0,
MIDDLETON ROAD,248600,Johnsonville North,Res,3 or less,3.0,
MONOWAI ROAD,248600,Johnsonville North,Res,3 or less,3.9,
NETHER GREEN CRESCENT,248600,Johnsonville North,Res,3 or less,3.3,
OHARIU ROAD,248600,Johnsonville North,Res,3 or less,6.0,
PHILLIP STREET,248600,Johnsonville North,Res,3 or less,1.7,
PROSPECT TERRACE,248600,Johnsonville North,Res,3 or less,1.8,
ROSSPORT STREET,248600,Johnsonville North,Res,3 or less,6.0,
WOODLAND ROAD,248600,Johnsonville North,Res,4,5.7,22.7
BEAZLEY AVENUE,248700,Paparangi,Res,3 or less,4.6,
CARA CRESCENT,248700,Paparangi,Res,3 or less,4.5,
CARLUKE STREET,248700,Paparangi,Res,3 or less,4.0,
CATHERINE CRESCENT,248700,Paparangi,Res,3 or less,4.0,
GLEN ALTON AVENUE,248700,Paparangi,Res,3 or less,1.4,
HELSTON ROAD,248700,Paparangi,Res,7,4.7,32.7
HILLVIEW CRESCENT,248700,Paparangi,Res,3 or less,5.0,
LYNDA AVENUE,248700,Paparangi,Res,3 or less,4.6,
MARK AVENUE,248700,Paparangi,Res,3 or less,3.8,
MCMAHON WAY,248700,Paparangi,Res,3 or less,5.7,
OSWALD CRESCENT,248700,Paparangi,Res,3 or less,4.8,
PAULINE WAY,248700,Paparangi,Res,3 or less,5.0,
PELOROUS STREET,248700,Paparangi,Res,3 or less,5.0,
RING LANE,248700,Paparangi,Res,3 or less,4.6,
TREBANN STREET,248700,Paparangi,Res,3 or less,8.1,
CHELMSFORD STREET,248800,Ngaio North,Res,5,5.5,27.6
COLLINGWOOD STREET,248800,Ngaio North,Res,3 or less,4.0,
FOX STREET,248800,Ngaio North,Res,3 or less,5.2,
HEKE STREET,248800,Ngaio North,Res,3 or less,7.7,
HUNTLEIGH PARK WAY,248800,Ngaio North,Res,3 or less,4.1,
IWI STREET,248800,Ngaio North,Res,3 or less,2.5,
KARAMU STREET,248800,Ngaio North,Res,3 or less,6.0,
MOTUEKA STREET,248800,Ngaio North,Res,3 or less,3.3,
ROSALIND STREET,248800,Ngaio North,Res,3 or less,4.6,
ROTHSAY ROAD,248800,Ngaio North,Res,3 or less,10.0,
VASANTA AVENUE,248800,Ngaio North,Res,3 or less,5.8,
BARRIE STREET,248900,Johnsonville Central,Res,3 or less,4.6,
BOULD STREET,248900,Johnsonville Central,Res,3 or less,5.0,
BURGESS ROAD,248900,Johnsonville Central,Res,3 or less,4.5,
CHESTERTON STREET,248900,Johnsonville Central,Res,3 or less,5.0,
CRESSWELL PLACE,248900,Johnsonville Central,Res,4,3.9,15.5
DR TAYLOR TERRACE,248900,Johnsonville Central,Res,3 or less,5.0,
EARP STREET,248900,Johnsonville Central,Res,3 or less,5.0,
FRANKMOORE AVENUE,248900,Johnsonville Central,Res,3 or less,5.0,
FRASER AVENUE,248900,Johnsonville Central,Res,3 or less,5.0,
HELSTON ROAD,248900,Johnsonville Central,Res,3 or less,4.8,
PETHERICK CRESCENT,248900,Johnsonville Central,Res,3 or less,4.8,
SHERIDAN TERRACE,248900,Johnsonville Central,Res,4,5.8,23.0
BHARAT TERRACE,249000,Broadmeadows,Res,3 or less,8.0,
HINDIPUR TERRACE,249000,Broadmeadows,Res,3 or less,4.8,
JAUNPUR CRESCENT,249000,Broadmeadows,Res,3 or less,5.0,
JOHN SIMS DRIVE,249000,Broadmeadows,Res,3 or less,6.3,
KANPUR ROAD,249000,Broadmeadows,Res,5,3.5,17.7
MARJORY CLOSE,249000,Broadmeadows,Res,3 or less,4.7,
NALANDA CRESCENT,249000,Broadmeadows,Res,3 or less,4.3,
ORISSA CRESCENT,249000,Broadmeadows,Res,3 or less,7.2,
RAJKOT TERRACE,249000,Broadmeadows,Res,3 or less,4.0,
SIRSI TERRACE,249000,Broadmeadows,Res,3 or less,5.0,
CASSIS PLACE,249100,Crofton Downs,Res,3 or less,4.6,
CAVALRY CLOSE,249100,Crofton Downs,Res,3 or less,6.5,
CHEQUERS WAY,249100,Crofton Downs,Res,3 or less,5.0,
DORIS GORDON CRESCENT,249100,Crofton Downs,Res,3 or less,2.7,
DOWNING STREET,249100,Crofton Downs,Res,5,5.6,28.0
JOHN WITTON DRIVE,249100,Crofton Downs,Res,4,3.0,11.9
KILGOUR WAY,249100,Crofton Downs,Res,3 or less,3.3,
OLDHAM WAY,249100,Crofton Downs,Res,3 or less,1.5,
SILVERSTREAM ROAD,249100,Crofton Downs,Res,6,5.5,33.0
SPENCER STREET,249100,Crofton Downs,Res,3 or less,8.5,
THATCHER CRESCENT,249100,Crofton Downs,Res,3 or less,5.0,
WINSTON STREET,249100,Crofton Downs,Res,3 or less,10.0,
WOODFORD WAY,249100,Crofton Downs,Res,3 or less,5.7,
DOMINION PARK STREET,249200,Johnsonville South,Res,3 or less,5.0,
FRASER AVENUE,249200,Johnsonville South,Res,4,4.9,19.4
HAUMIA STREET,249200,Johnsonville South,Res,3 or less,5.3,
TARAWERA ROAD,249200,Johnsonville South,Res,3 or less,2.6,
TUAPAPA STREET,249200,Johnsonville South,Res,3 or less,2.0,
AMAPUR DRIVE,249300,Khandallah Reserve,Res,3 or less,4.8,
BARODA STREET,249300,Khandallah Reserve,Res,3 or less,4.6,
CLARK STREET,249300,Khandallah Reserve,Res,3 or less,5.9,
COCKAYNE ROAD,249300,Khandallah Reserve,Res,3 or less,5.5,
KHANDALLAH ROAD,249300,Khandallah Reserve,Res,3 or less,3.0,
KOHIMA DRIVE,249300,Khandallah Reserve,Res,3 or less,3.0,
MYSORE STREET,249300,Khandallah Reserve,Res,3 or less,3.5,
NADIA GROVE,249300,Khandallah Reserve,Res,3 or less,5.0,
NGATOTO STREET,249300,Khandallah Reserve,Res,3 or less,5.0,
RAMPHAL TERRACE,249300,Khandallah Reserve,Res,3 or less,4.0,
SATARA CRESCENT,249300,Khandallah Reserve,Res,3 or less,6.0,
SIMLA CRESCENT,249300,Khandallah Reserve,Res,3 or less,3.0,
ALLINGTON ROAD,249400,Karori Park,Res,3 or less,5.0,
APPLETON PLACE,249400,Karori Park,Res,3 or less,5.0,
BUXTON AVENUE,249400,Karori Park,Res,3 or less,5.0,
CATHIE PLACE,249400,Karori Park,Res,3 or less,1.6,
CHAMBERLAIN ROAD,249400,Karori Park,Res,3 or less,6.0,
CORNFORD STREET,249400,Karori Park,Res,3 or less,7.1,
DARWIN STREET,249400,Karori Park,Res,3 or less,6.0,
HATHAWAY AVENUE,249400,Karori Park,Res,3 or less,4.6,
KARORI ROAD,249400,Karori Park,Res,3 or less,7.2,
KHOURI AVENUE,249400,Karori Park,Res,3 or less,7.0,
MAKARA ROAD,249400,Karori Park,Res,3 or less,10.5,
MARSHALL STREET,249400,Karori Park,Res,3 or less,8.0,
MONTGOMERY AVENUE,249400,Karori Park,Res,3 or less,4.6,
PARKVALE ROAD,249400,Karori Park,Res,3 or less,6.7,
PERCY DYETT DRIVE,249400,Karori Park,Res,3 or less,3.4,
RANELAGH STREET,249400,Karori Park,Res,3 or less,3.4,
ST ALBANS AVENUE,249400,Karori Park,Res,3 or less,4.1,
STOCKDEN PLACE,249400,Karori Park,Res,3 or less,8.0,
SUNSHINE AVENUE,249400,Karori Park,Res,3 or less,4.6,
TERAWHITI TERRACE,249400,Karori Park,Res,3 or less,5.0,
THURLEIGH GROVE,249400,Karori Park,Res,4,5.0,20.1
VICTORY AVENUE,249400,Karori Park,Res,3 or less,5.0,
WILLIAMSON WAY,249400,Karori Park,Res,3 or less,4.6,
ARCHBOLD STREET,249500,Newlands North,Res,3 or less,5.0,
BATCHELOR STREET,249500,Newlands North,Res,3 or less,4.5,
BAYLANDS DRIVE,249500,Newlands North,Res,3 or less,3.3,
CHAPMAN STREET,249500,Newlands North,Res,3 or less,10.0,
CHESTERTON STREET,249500,Newlands North,Res,3 or less,3.4,
COLCHESTER CRESCENT,249500,Newlands North,Res,3 or less,5.0,
COTSWOLD CRESCENT,249500,Newlands North,Res,3 or less,5.0,
EVESHAM PLACE,249500,Newlands North,Res,3 or less,4.8,
HOROKIWI ROAD,249500,Newlands North,Res,3 or less,5.0,
KINAPORI TERRACE,249500,Newlands North,Res,4,5.0,19.8
KINGSBRIDGE PLACE,249500,Newlands North,Res,3 or less,3.1,
LONGCROFT TERRACE,249500,Newlands North,Res,3 or less,3.9,
PRITCHARD STREET,249500,Newlands North,Res,3 or less,6.0,
QUIGLEY STREET,249500,Newlands North,Res,3 or less,6.5,
RICE CRESCENT,249500,Newlands North,Res,3 or less,1.4,
ROBERT STREET,249500,Newlands North,Res,3 or less,4.6,
RUSKIN ROAD,249500,Newlands North,Res,4,4.7,18.6
SALFORD STREET,249500,Newlands North,Res,3 or less,3.0,
STELLA GROVE,249500,Newlands North,Res,3 or less,5.0,
STEWART DRIVE,249500,Newlands North,Res,3 or less,5.0,
ABBOTT STREET,249600,Ngaio South,Res,3 or less,5.4,
AMBALA WAY,249600,Ngaio South,Res,3 or less,10.0,
APLIN TERRACE,249600,Ngaio South,Res,3 or less,7.4,
ARMITAGE STREET,249600,Ngaio South,Res,3 or less,5.0,
BOMBAY STREET,249600,Ngaio South,Res,3 or less,7.0,
CAPTAIN EDWARD DANIELL DRIVE,249600,Ngaio South,Res,3 or less,6.0,
CARROLL STREET,249600,Ngaio South,Res,3 or less,10.0,
COCKAYNE ROAD,249600,Ngaio South,Res,3 or less,5.0,
COLWAY STREET,249600,Ngaio South,Res,3 or less,5.0,
CROFTON ROAD,249600,Ngaio South,Res,3 or less,6.0,
HEWETT WAY,249600,Ngaio South,Res,4,4.0,16.0
JACOBSEN LANE,249600,Ngaio South,Res,3 or less,10.0,
KENYA STREET,249600,Ngaio South,Res,7,5.3,37.4
KHANDALLAH ROAD,249600,Ngaio South,Res,3 or less,4.3,
NGAIO GORGE ROAD,249600,Ngaio South,Res,3 or less,6.0,
OLD PORIRUA ROAD,249600,Ngaio South,Res,3 or less,5.0,
ORARI STREET,249600,Ngaio South,Res,3 or less,10.0,
OTTAWA ROAD,249600,Ngaio South,Res,3 or less,5.4,
PERTH STREET,249600,Ngaio South,Res,4,4.4,17.6
POMARE STREET,249600,Ngaio South,Res,3 or less,5.0,
QUETTA STREET,249600,Ngaio South,Res,3 or less,5.0,
TRELISSICK CRESCENT,249600,Ngaio South,Res,3 or less,6.8,
WAIKOWHAI STREET,249600,Ngaio South,Res,3 or less,5.0,
BAYLANDS DRIVE,249700,Newlands South,Res,3 or less,2.6,
BENDIGO GROVE,249700,Newlands South,Res,3 or less,5.0,
BLACK ROCK ROAD,249700,Newlands South,Res,4,4.5,17.9
CHEYNE WALK,249700,Newlands South,Res,3 or less,3.0,
DOMETT STREET,249700,Newlands South,Res,3 or less,6.0,
DRESS CIRCLE,249700,Newlands South,Res,3 or less,4.6,
GLANMIRE ROAD,249700,Newlands South,Res,3 or less,5.0,
GRUMMAN LANE,249700,Newlands South,Res,3 or less,20.0,
HOROKIWI ROAD WEST,249700,Newlands South,Res,3 or less,5.0,
KENMORE STREET,249700,Newlands South,Res,3 or less,4.9,
LYNDFIELD LANE,249700,Newlands South,Res,3 or less,4.8,
MILES CRESCENT,249700,Newlands South,Res,3 or less,3.8,
NEWLANDS ROAD,249700,Newlands South,Res,3 or less,5.0,
OMEGA STREET,249700,Newlands South,Res,3 or less,8.0,
PROMONTORY CRESCENT,249700,Newlands South,Res,3 or less,4.5,
SOMES CRESCENT,249700,Newlands South,Res,4,6.0,24.1
SPENMOOR STREET,249700,Newlands South,Res,3 or less,2.0,
SUNHAVEN DRIVE,249700,Newlands South,Res,4,4.7,18.6
TAMWORTH CRESCENT,249700,Newlands South,Res,3 or less,4.3,
ASHWOOD STREET,249800,Woodridge,Res,3 or less,3.5,
BLACK PINE ROAD,249800,Woodridge,Res,3 or less,6.0,
CEDARWOOD STREET,249800,Woodridge,Res,3 or less,2.6,
FERNWOOD COURT,249800,Woodridge,Res,3 or less,1.6,
KENTWOOD DRIVE,249800,Woodridge,Res,3 or less,3.0,
LEMONWOOD WAY,249800,Woodridge,Res,3 or less,6.6,
PEPPERTREE LANE,249800,Woodridge,Res,3 or less,4.6,
RED BEECH AVENUE,249800,Woodridge,Res,3 or less,4.6,
SILVER PINE AVENUE,249800,Woodridge,Res,3 or less,6.0,
TEA TREE LANE,249800,Woodridge,Res,3 or less,6.0,
WHITE PINE AVENUE,249800,Woodridge,Res,3 or less,5.0,
WOODRIDGE DRIVE,249800,Woodridge,Res,7,6.9,48.2
BRISTOW PLACE,249900,Karori North,Res,3 or less,3.7,
CRIEFF STREET,249900,Karori North,Res,3 or less,3.0,
DAVID CRESCENT,249900,Karori North,Res,3 or less,4.2,
FRIEND STREET,249900,Karori North,Res,3 or less,4.8,
FUTUNA CLOSE,249900,Karori North,Res,3 or less,5.0,
HATTON STREET,249900,Karori North,Res,3 or less,5.0,
HAURAKI STREET,249900,Karori North,Res,3 or less,3.0,
HOMEWOOD AVENUE,249900,Karori North,Res,3 or less,6.8,
HOMEWOOD CRESCENT,249900,Karori North,Res,4,6.4,25.8
KARORI ROAD,249900,Karori North,Res,3 or less,5.1,
NOTTINGHAM STREET,249900,Karori North,Res,4,4.8,19.3
OLD KARORI ROAD,249900,Karori North,Res,3 or less,5.0,
PARKVALE ROAD,249900,Karori North,Res,3 or less,5.1,
READING STREET,249900,Karori North,Res,3 or less,5.0,
SEAFORTH TERRACE,249900,Karori North,Res,3 or less,6.0,
STANDEN STREET,249900,Karori North,Res,4,6.2,24.7
AGRA CRESCENT,250000,Khandallah North,Res,3 or less,5.0,
BOX HILL,250000,Khandallah North,Res,3 or less,8.3,
BURMA ROAD,250000,Khandallah North,Res,3 or less,4.9,
CASHMERE AVENUE,250000,Khandallah North,Res,4,5.7,23.0
DELHI CRESCENT,250000,Khandallah North,Res,3 or less,4.6,
EVEREST STREET,250000,Khandallah North,Res,3 or less,2.6,
GANGES ROAD,250000,Khandallah North,Res,4,7.7,30.8
IZARD ROAD,250000,Khandallah North,Res,4,6.1,24.4
KARACHI CRESCENT,250000,Khandallah North,Res,3 or less,6.0,
LOCHIEL ROAD,250000,Khandallah North,Res,4,6.1,24.4
MADRAS STREET,250000,Khandallah North,Res,3 or less,6.0,
NICHOLSON ROAD,250000,Khandallah North,Res,3 or less,1.4,
OMAR STREET,250000,Khandallah North,Res,3 or less,6.0,
RANUI CRESCENT,250000,Khandallah North,Res,3 or less,5.5,
ARDEN WAY,250100,Wilton,Res,3 or less,3.7,
BERKSHIRE AVENUE,250100,Wilton,Res,3 or less,4.0,
CECIL ROAD,250100,Wilton,Res,3 or less,5.3,
CHURCHILL DRIVE,250100,Wilton,Res,3 or less,7.3,
EUSTON ROAD,250100,Wilton,Res,3 or less,5.0,
GLOUCESTER STREET,250100,Wilton,Res,3 or less,7.7,
HEREFORD STREET,250100,Wilton,Res,3 or less,3.7,
HUNTINGDON STREET,250100,Wilton,Res,3 or less,5.5,
MAIRANGI ROAD,250100,Wilton,Res,3 or less,6.0,
PEMBROKE ROAD,250100,Wilton,Res,3 or less,7.5,
ROCHESTER STREET,250100,Wilton,Res,3 or less,5.0,
SURREY STREET,250100,Wilton,Res,3 or less,3.6,
WARWICK STREET,250100,Wilton,Res,6,13.9,83.3
WILTON ROAD,250100,Wilton,Res,5,6.9,34.3
WORCESTER STREET,250100,Wilton,Res,3 or less,5.0,
BENGAL STREET,250200,Khandallah South,Res,3 or less,10.0,
BUTAVAS STREET,250200,Khandallah South,Res,3 or less,8.8,
CALCUTTA STREET,250200,Khandallah South,Res,4,5.3,21.0
CLUTHA AVENUE,250200,Khandallah South,Res,3 or less,5.0,
COCKAYNE ROAD,250200,Khandallah South,Res,4,3.5,14.1
ELGIN WAY,250200,Khandallah South,Res,3 or less,5.0,
JUBILEE ROAD,250200,Khandallah South,Res,3 or less,3.5,
KABUL STREET,250200,Khandallah South,Res,4,9.3,37.3
NICHOLSON ROAD,250200,Khandallah South,Res,3 or less,5.0,
PUNJAB STREET,250200,Khandallah South,Res,3 or less,4.6,
RAMA CRESCENT,250200,Khandallah South,Res,3 or less,6.3,
TORWOOD ROAD,250200,Khandallah South,Res,3 or less,8.0,
WARU STREET,250200,Khandallah South,Res,3 or less,3.3,
ANNE STREET,250300,Wadestown,Res,6,5.4,32.1
BARNARD STREET,250300,Wadestown,Res,3 or less,4.3,
BLACKBRIDGE ROAD,250300,Wadestown,Res,3 or less,5.0,
CECIL ROAD,250300,Wadestown,Res,3 or less,5.5,
FERNHILL TERRACE,250300,Wadestown,Res,3 or less,3.7,
GROSVENOR TERRACE,250300,Wadestown,Res,3 or less,5.0,
MAIRANGI ROAD,250300,Wadestown,Res,3 or less,5.3,
MOORHOUSE STREET,250300,Wadestown,Res,3 or less,10.0,
NORWICH STREET,250300,Wadestown,Res,3 or less,6.8,
OBAN STREET,250300,Wadestown,Res,4,7.4,29.4
RANGIMARIE WAY,250300,Wadestown,Res,3 or less,10.0,
ROSE STREET,250300,Wadestown,Res,4,5.4,21.7
SAR STREET,250300,Wadestown,Res,3 or less,3.0,
SEFTON STREET,250300,Wadestown,Res,3 or less,4.0,
WADE STREET,250300,Wadestown,Res,3 or less,6.7,
WADESTOWN ROAD,250300,Wadestown,Res,3 or less,5.4,
WELD STREET,250300,Wadestown,Res,3 or less,3.5,
BAXTER WAY,250400,Karori South,Res,3 or less,3.7,
BEATTY AVENUE,250400,Karori South,Res,3 or less,5.0,
BEAUCHAMP STREET,250400,Karori South,Res,3 or less,7.0,
BECKER WAY,250400,Karori South,Res,3 or less,5.0,
BURROWS AVENUE,250400,Karori South,Res,3 or less,3.8,
CAMPBELL STREET,250400,Karori South,Res,3 or less,2.6,
CARGILL STREET,250400,Karori South,Res,3 or less,6.0,
COLLIER AVENUE,250400,Karori South,Res,3 or less,8.5,
FILLBRIDGE WAY,250400,Karori South,Res,3 or less,10.0,
HAZLEWOOD AVENUE,250400,Karori South,Res,3 or less,5.0,
KANO STREET,250400,Karori South,Res,3 or less,3.5,
KARORI ROAD,250400,Karori South,Res,4,5.7,22.8
KATE WAY,250400,Karori South,Res,3 or less,5.0,
KILSYTH STREET,250400,Karori South,Res,3 or less,5.6,
LANDSDOWNE TERRACE,250400,Karori South,Res,3 or less,1.8,
LEWER STREET,250400,Karori South,Res,3 or less,8.9,
LYNMOUTH AVENUE,250400,Karori South,Res,3 or less,6.3,
MONAGHAN AVENUE,250400,Karori South,Res,3 or less,5.1,
PAPARATA STREET,250400,Karori South,Res,3 or less,3.0,
PARKLANDS DRIVE,250400,Karori South,Res,3 or less,6.0,
PARSONS GLEN,250400,Karori South,Res,3 or less,1.5,
PIMBLE AVENUE,250400,Karori South,Res,3 or less,7.3,
RAMSEY PLACE,250400,Karori South,Res,3 or less,6.3,
SADDLEBACK GROVE,250400,Karori South,Res,3 or less,5.0,
SELKIRK WAY,250400,Karori South,Res,3 or less,2.1,
SHOTTER STREET,250400,Karori South,Res,3 or less,5.0,
SPIERS STREET,250400,Karori South,Res,3 or less,6.0,
VERVIERS STREET,250400,Karori South,Res,3 or less,6.0,
WOODHOUSE AVENUE,250400,Karori South,Res,3 or less,3.3,
WRIGHTS HILL ROAD,250400,Karori South,Res,3 or less,15.0,
AMRITSAR STREET,250500,Onslow,Res,3 or less,8.0,
HOMEBUSH ROAD,250500,Onslow,Res,3 or less,3.5,
LAKSHMI PLACE,250500,Onslow,Res,3 or less,3.0,
LOHIA STREET,250500,Onslow,Res,4,4.7,18.8
MANDALAY TERRACE,250500,Onslow,Res,3 or less,3.0,
ONSLOW ROAD,250500,Onslow,Res,3 or less,11.8,
RAUMATI TERRACE,250500,Onslow,Res,3 or less,7.0,
BIRDWOOD STREET,250600,Karori East,Res,3 or less,5.0,
BOURBON TERRACE,250600,Karori East,Res,3 or less,5.9,
BRAITHWAITE STREET,250600,Karori East,Res,3 or less,5.0,
BURN STREET,250600,Karori East,Res,3 or less,3.7,
CAMPBELL STREET,250600,Karori East,Res,3 or less,6.0,
COOPER STREET,250600,Karori East,Res,3 or less,5.0,
CROYDON STREET,250600,Karori East,Res,3 or less,5.0,
DONALD CRESCENT,250600,Karori East,Res,3 or less,5.7,
DONALD STREET,250600,Karori East,Res,3 or less,5.1,
DUTHIE STREET,250600,Karori East,Res,3 or less,6.5,
ESPIN CRESCENT,250600,Karori East,Res,3 or less,4.5,
FLERS STREET,250600,Karori East,Res,3 or less,4.7,
GIPPS STREET,250600,Karori East,Res,3 or less,8.4,
KARORI ROAD,250600,Karori East,Res,3 or less,4.6,
MARSDEN AVENUE,250600,Karori East,Res,3 or less,6.0,
MESSINES AVENUE,250600,Karori East,Res,3 or less,2.0,
MESSINES ROAD,250600,Karori East,Res,3 or less,5.0,
PAISLEY TERRACE,250600,Karori East,Res,3 or less,6.0,
PLYMOUTH STREET,250600,Karori East,Res,3 or less,11.8,
PONSONBY ROAD,250600,Karori East,Res,3 or less,6.0,
SHIRLEY STREET,250600,Karori East,Res,3 or less,8.0,
TIRO STREET,250600,Karori East,Res,3 or less,5.7,
VERA STREET,250600,Karori East,Res,3 or less,5.0,
VERSAILLES STREET,250600,Karori East,Res,3 or less,2.7,
BRASCH WAY,250700,Pipitea-Kaiwharawhara,Res,3 or less,5.0,
CURNOW WAY,250700,Pipitea-Kaiwharawhara,Res,3 or less,10.0,
NICHOLSON ROAD,250700,Pipitea-Kaiwharawhara,Res,3 or less,5.0,
RANGIORA AVENUE,250700,Pipitea-Kaiwharawhara,Res,3 or less,5.0,
SAR STREET,250700,Pipitea-Kaiwharawhara,Res,3 or less,2.7,
WATERLOO ROAD,250700,Pipitea-Kaiwharawhara,Res,3 or less,4.6,
ALBEMARLE ROAD,250800,Northland (Wellington City),Res,3 or less,10.0,
BEDFORD STREET,250800,Northland (Wellington City),Res,3 or less,5.0,
CHESHIRE STREET,250800,Northland (Wellington City),Res,3 or less,10.0,
CRESWICK TERRACE,250800,Northland (Wellington City),Res,5,6.6,33.2
CRIEFF STREET,250800,Northland (Wellington City),Res,4,3.1,12.2
CURTIS STREET,250800,Northland (Wellington City),Res,3 or less,6.0,
FARM ROAD,250800,Northland (Wellington City),Res,3 or less,6.8,
GLAMORGAN STREET,250800,Northland (Wellington City),Res,3 or less,1.4,
GLENMORE STREET,250800,Northland (Wellington City),Res,3 or less,10.0,
HARBOUR VIEW ROAD,250800,Northland (Wellington City),Res,3 or less,5.8,
LANARK WAY,250800,Northland (Wellington City),Res,3 or less,10.0,
NORTHLAND ROAD,250800,Northland (Wellington City),Res,3 or less,3.9,
